ERFASSUNGSNUMMER;JOURNALNAME;ANZAHL_ZEILEN;SUMME_ABS_EUR;ERSTELLER;ERFASST_AM;ERFASST_UM;FREIGEBER;FREIGABEDATUM;FREIGABESTATUS
5641457427;GL-457427;2;3717,66;BSP-U02;06.11.2025;11:18:19;BSP-U10;06.11.2025;Freigegeben
5641457430;GL-457430;2;7586,38;BSP-U02;06.11.2025;10:22:14;BSP-U10;10.11.2025;Freigegeben
5641457446;GL-457446;2;397,38;BSP-U02;06.11.2025;15:41:10;BSP-U10;10.11.2025;Freigegeben
5641457474;GL-457474;2;24,00;BSP-U02;06.11.2025;10:04:10;BSP-U10;10.11.2025;Freigegeben
5641457475;GL-457475;2;74,48;BSP-U02;06.11.2025;15:38:20;BSP-U10;07.11.2025;Freigegeben
5641457486;GL-457486;2;128,58;BSP-U02;06.11.2025;14:58:52;BSP-U10;06.11.2025;Freigegeben
5641457487;GL-457487;2;155,56;BSP-U02;06.11.2025;13:51:29;BSP-U10;07.11.2025;Freigegeben
5641457498;GL-457498;2;60,44;BSP-U02;06.11.2025;09:57:54;BSP-U10;06.11.2025;Freigegeben
5641457526;GL-457526;2;47,62;BSP-U02;06.11.2025;11:28:36;BSP-U10;07.11.2025;Freigegeben
5641457540;GL-457540;2;20,38;BSP-U02;06.11.2025;14:56:07;BSP-U10;07.11.2025;Freigegeben
5641457545;GL-457545;2;25,86;BSP-U02;06.11.2025;13:34:21;BSP-U10;06.11.2025;Freigegeben
5641457560;GL-457560;2;67,68;BSP-U02;06.11.2025;11:18:24;BSP-U10;10.11.2025;Freigegeben
5641457568;GL-457568;2;66,54;BSP-U02;06.11.2025;08:40:35;BSP-U10;06.11.2025;Freigegeben
5641457572;GL-457572;2;50,60;BSP-U02;06.11.2025;11:28:04;BSP-U10;10.11.2025;Freigegeben
5641457577;GL-457577;2;78,80;BSP-U02;06.11.2025;14:13:41;BSP-U10;07.11.2025;Freigegeben
5641457594;GL-457594;2;364,58;BSP-U02;06.11.2025;14:19:04;BSP-U10;10.11.2025;Freigegeben
5641458007;GL-458007;188;11928969,34;BSP-U02;06.11.2025;14:18:45;BSP-U10;06.11.2025;Freigegeben
5641458504;GL-458504;188;11728969,34;BSP-U02;06.11.2025;14:19:19;BSP-U10;06.11.2025;Freigegeben
5641461174;GL-461174;2;130295,18;BSP-U11;06.11.2025;10:01:56;BSP-U10;06.11.2025;Freigegeben
5641461156;GL-461156;2;322317,10;BSP-U11;07.11.2025;15:52:37;BSP-U02;07.11.2025;Freigegeben
5641469648;GL-469648;2;308294,42;BSP-U11;07.11.2025;09:47:26;BSP-U02;10.11.2025;Freigegeben
5641457220;GL-457220;2;103,56;BSP-U02;08.11.2025;08:34:34;BSP-U10;10.11.2025;Freigegeben
5641457281;GL-457281;2;59,40;BSP-U02;08.11.2025;10:24:31;BSP-U10;10.11.2025;Freigegeben
5641457426;GL-457426;2;70,74;BSP-U02;08.11.2025;08:11:29;BSP-U10;10.11.2025;Freigegeben
5641451458;GL-451458;2;1453792,20;BSP-U11;10.11.2025;12:16:44;BSP-U02;11.11.2025;Freigegeben
5641451459;GL-451459;2;46965,42;BSP-U11;10.11.2025;14:49:19;BSP-U02;12.11.2025;Freigegeben
5641469687;GL-469687;2;780536,30;BSP-U11;10.11.2025;09:24:33;BSP-U10;12.11.2025;Freigegeben
5641470583;GL-470583;2;317913,58;BSP-U11;10.11.2025;08:31:09;BSP-U02;11.11.2025;Freigegeben
5641539258;GL-539258;2;2000,00;BSP-U11;10.11.2025;15:23:33;BSP-U10;10.11.2025;Freigegeben
5641472251;GL-472251;2;1924,18;BSP-U11;11.11.2025;10:09:22;BSP-U02;11.11.2025;Freigegeben
5641480424;GL-480424;2;267199,10;BSP-U11;12.11.2025;10:41:59;BSP-U10;13.11.2025;Freigegeben
5641476041;GL-476041;2;865841,78;BSP-U11;13.11.2025;14:33:24;BSP-U02;14.11.2025;Freigegeben
5641480421;GL-480421;2;66795,26;BSP-U11;13.11.2025;14:41:20;BSP-U02;14.11.2025;Freigegeben
5641486049;GL-486049;2;680672,42;BSP-U11;14.11.2025;08:48:27;BSP-U10;14.11.2025;Freigegeben
5641494611;GL-494611;2;489967,10;BSP-U11;14.11.2025;15:22:47;BSP-U02;17.11.2025;Freigegeben
5641470582;GL-470582;2;1331175,48;BSP-U11;17.11.2025;16:43:41;BSP-U02;18.11.2025;Freigegeben
5641494615;GL-494615;2;1427515,30;BSP-U11;17.11.2025;09:10:46;BSP-U02;17.11.2025;Freigegeben
5641539248;GL-539248;2;31,80;BSP-U11;17.11.2025;15:35:27;BSP-U10;18.11.2025;Freigegeben
5641479034;GL-479034;2;185924,88;BSP-U11;18.11.2025;14:09:50;BSP-U02;19.11.2025;Freigegeben
5641494616;GL-494616;2;406347,38;BSP-U11;20.11.2025;16:20:27;BSP-U02;21.11.2025;Freigegeben
5641496027;GL-496027;2;802297,18;BSP-U11;20.11.2025;15:19:36;BSP-U10;20.11.2025;Freigegeben
5641502166;GL-502166;2;363412,12;BSP-U11;20.11.2025;09:18:32;BSP-U02;21.11.2025;Freigegeben
5641539260;GL-539260;2;60,00;BSP-U11;21.11.2025;14:28:44;BSP-U02;21.11.2025;Freigegeben
5641508977;GL-508977;2;1312804,92;BSP-U11;24.11.2025;10:38:13;BSP-U02;24.11.2025;Freigegeben
5641508978;GL-508978;2;466963,86;BSP-U11;24.11.2025;09:22:03;BSP-U10;24.11.2025;Freigegeben
5641539253;GL-539253;2;175,80;BSP-U11;24.11.2025;11:32:41;BSP-U10;24.11.2025;Freigegeben
5641539261;GL-539261;2;60,00;BSP-U11;25.11.2025;10:05:52;BSP-U10;25.11.2025;Freigegeben
5641504920;GL-504920;2;233555,88;BSP-U11;26.11.2025;14:49:57;BSP-U02;27.11.2025;Freigegeben
5641504923;GL-504923;2;900440,68;BSP-U11;26.11.2025;09:06:18;BSP-U02;27.11.2025;Freigegeben
5641513643;GL-513643;2;1038200,64;BSP-U11;26.11.2025;13:58:21;BSP-U10;28.11.2025;Freigegeben
5641539252;GL-539252;2;53,80;BSP-U11;26.11.2025;07:59:39;BSP-U02;27.11.2025;Freigegeben
5641515906;GL-515906;2;458818,04;BSP-U11;27.11.2025;11:18:57;BSP-U10;28.11.2025;Freigegeben
5641515940;GL-515940;2;322565,50;BSP-U11;01.12.2025;14:23:04;BSP-U10;03.12.2025;Freigegeben
5641527261;GL-527261;2;637625,82;BSP-U11;01.12.2025;09:15:28;BSP-U10;02.12.2025;Freigegeben
5641527263;GL-527263;2;1000000,00;BSP-U11;01.12.2025;09:39:07;BSP-U02;02.12.2025;Freigegeben
5641528550;GL-528550;2;14,10;BSP-U10;01.12.2025;09:57:01;BSP-U02;02.12.2025;Freigegeben
5641531857;GL-531857;2;50,00;BSP-U11;01.12.2025;10:42:06;BSP-U02;01.12.2025;Freigegeben
5641531865;GL-531865;2;14,94;BSP-U11;01.12.2025;10:20:09;BSP-U02;03.12.2025;Freigegeben
5641531871;GL-531871;2;18,82;BSP-U11;01.12.2025;09:14:49;BSP-U02;02.12.2025;Freigegeben
5641531873;GL-531873;2;19,70;BSP-U11;01.12.2025;12:20:39;BSP-U02;03.12.2025;Freigegeben
5641531875;GL-531875;2;19,76;BSP-U11;01.12.2025;18:11:39;BSP-U02;01.12.2025;Freigegeben
5641531877;GL-531877;2;19,20;BSP-U11;01.12.2025;16:42:02;BSP-U10;02.12.2025;Freigegeben
5641531879;GL-531879;2;19,40;BSP-U11;01.12.2025;12:07:35;BSP-U02;03.12.2025;Freigegeben
5641531881;GL-531881;2;20,34;BSP-U11;01.12.2025;10:25:35;BSP-U02;02.12.2025;Freigegeben
5641531885;GL-531885;2;23,18;BSP-U11;01.12.2025;11:57:37;BSP-U10;01.12.2025;Freigegeben
5641531887;GL-531887;2;23,22;BSP-U11;01.12.2025;10:19:45;BSP-U02;03.12.2025;Freigegeben
5641531890;GL-531890;2;24,58;BSP-U11;01.12.2025;09:45:04;BSP-U02;01.12.2025;Freigegeben
5641531892;GL-531892;2;25,06;BSP-U11;01.12.2025;10:48:11;BSP-U10;03.12.2025;Freigegeben
5641531904;GL-531904;2;26,48;BSP-U11;01.12.2025;09:29:22;BSP-U10;01.12.2025;Freigegeben
5641531913;GL-531913;2;358270,48;BSP-U11;01.12.2025;11:39:22;BSP-U02;02.12.2025;Freigegeben
5641538960;GL-538960;252;1622386,04;BSP-U10;01.12.2025;08:21:06;BSP-U02;02.12.2025;Freigegeben
5641539262;GL-539262;2;2000,00;BSP-U11;01.12.2025;16:11:23;BSP-U10;02.12.2025;Freigegeben
5641539263;GL-539263;2;60,00;BSP-U11;01.12.2025;15:17:36;BSP-U02;01.12.2025;Freigegeben
5641539264;GL-539264;2;60,00;BSP-U11;01.12.2025;17:05:27;BSP-U10;03.12.2025;Freigegeben
5641540768;GL-540768;560;114164,12;BSP-U10;01.12.2025;16:52:42;BSP-U02;02.12.2025;Freigegeben
5641540769;GL-540769;236;139903,82;BSP-U10;01.12.2025;12:09:14;BSP-U02;03.12.2025;Freigegeben
5641540916;GL-540916;188;13171267,88;BSP-U02;01.12.2025;09:58:54;BSP-U10;02.12.2025;Freigegeben
5641540922;GL-540922;2;25846,90;BSP-U02;01.12.2025;09:12:41;BSP-U10;01.12.2025;Freigegeben
5641540924;GL-540924;2;28,66;BSP-U02;01.12.2025;11:57:19;BSP-U10;01.12.2025;Freigegeben
5641540932;GL-540932;2;948,46;BSP-U02;01.12.2025;15:53:33;BSP-U10;01.12.2025;Freigegeben
5641540940;GL-540940;2;258,06;BSP-U02;01.12.2025;08:37:56;BSP-U10;01.12.2025;Freigegeben
5641540941;GL-540941;2;21,76;BSP-U02;01.12.2025;16:04:25;BSP-U10;01.12.2025;Freigegeben
5641540942;GL-540942;2;70,74;BSP-U02;01.12.2025;11:21:50;BSP-U10;02.12.2025;Freigegeben
5641540953;GL-540953;2;355,60;BSP-U02;01.12.2025;16:21:09;BSP-U10;02.12.2025;Freigegeben
5641540955;GL-540955;2;798,72;BSP-U02;01.12.2025;16:36:48;BSP-U10;02.12.2025;Freigegeben
5641540959;GL-540959;2;1752,50;BSP-U02;01.12.2025;11:32:45;BSP-U10;01.12.2025;Freigegeben
5641540968;GL-540968;2;32010,98;BSP-U02;01.12.2025;15:09:38;BSP-U10;02.12.2025;Freigegeben
5641540978;GL-540978;2;184,58;BSP-U02;01.12.2025;11:22:09;BSP-U10;03.12.2025;Freigegeben
5641540986;GL-540986;2;31,22;BSP-U02;01.12.2025;16:12:40;BSP-U10;02.12.2025;Freigegeben
5641540997;GL-540997;2;25,50;BSP-U02;01.12.2025;08:53:43;BSP-U10;02.12.2025;Freigegeben
5641541003;GL-541003;2;155,56;BSP-U02;01.12.2025;11:32:22;BSP-U10;01.12.2025;Freigegeben
5641541024;GL-541024;2;265,70;BSP-U02;01.12.2025;14:59:40;BSP-U10;03.12.2025;Freigegeben
5641541053;GL-541053;2;145,50;BSP-U02;01.12.2025;16:51:37;BSP-U10;03.12.2025;Freigegeben
5641541061;GL-541061;2;90,32;BSP-U02;01.12.2025;15:38:45;BSP-U10;02.12.2025;Freigegeben
5641541077;GL-541077;2;94,78;BSP-U02;01.12.2025;15:12:52;BSP-U10;02.12.2025;Freigegeben
5641541079;GL-541079;2;187,90;BSP-U02;01.12.2025;10:25:53;BSP-U10;01.12.2025;Freigegeben
5641541084;GL-541084;2;66,54;BSP-U02;01.12.2025;16:01:11;BSP-U10;01.12.2025;Freigegeben
5641541088;GL-541088;2;50,60;BSP-U02;01.12.2025;11:01:10;BSP-U10;01.12.2025;Freigegeben
5641541090;GL-541090;2;224,84;BSP-U02;01.12.2025;16:14:02;BSP-U10;02.12.2025;Freigegeben
5641541092;GL-541092;2;89,16;BSP-U02;01.12.2025;11:53:05;BSP-U10;01.12.2025;Freigegeben
5641541109;GL-541109;2;1741,42;BSP-U02;01.12.2025;15:21:21;BSP-U10;02.12.2025;Freigegeben
5641545134;GL-545134;2;2000,00;BSP-U10;01.12.2025;11:39:11;BSP-U02;01.12.2025;Freigegeben
5641545135;GL-545135;2;10000,00;BSP-U10;01.12.2025;13:10:37;BSP-U02;01.12.2025;Freigegeben
5641545136;GL-545136;2;26,60;BSP-U10;01.12.2025;10:48:27;BSP-U02;03.12.2025;Freigegeben
5641522882;GL-522882;2;1000000,00;BSP-U11;02.12.2025;18:04:32;BSP-U10;03.12.2025;Freigegeben
5641522920;GL-522920;2;1039101,86;BSP-U11;02.12.2025;13:46:52;BSP-U02;04.12.2025;Freigegeben
5641527260;GL-527260;2;988319,42;BSP-U11;02.12.2025;09:47:29;BSP-U02;02.12.2025;Freigegeben
5641531894;GL-531894;2;25,14;BSP-U11;02.12.2025;14:02:12;BSP-U02;02.12.2025;Freigegeben
5641531900;GL-531900;2;26,28;BSP-U11;02.12.2025;10:00:11;BSP-U10;02.12.2025;Freigegeben
5641531906;GL-531906;2;26,48;BSP-U11;02.12.2025;08:46:01;BSP-U10;02.12.2025;Freigegeben
5641531907;GL-531907;2;562,00;BSP-U11;02.12.2025;15:21:42;BSP-U10;03.12.2025;Freigegeben
5641532256;GL-532256;2;472071,82;BSP-U11;02.12.2025;14:52:18;BSP-U02;04.12.2025;Freigegeben
5641532280;GL-532280;2;205035,68;BSP-U11;02.12.2025;07:48:05;BSP-U02;03.12.2025;Freigegeben
5641540915;GL-540915;188;13171267,88;BSP-U02;02.12.2025;15:05:24;BSP-U10;02.12.2025;Freigegeben
5641540923;GL-540923;2;103,56;BSP-U02;02.12.2025;17:00:43;BSP-U10;02.12.2025;Freigegeben
5641540926;GL-540926;2;212,46;BSP-U02;02.12.2025;10:39:53;BSP-U10;02.12.2025;Freigegeben
5641540931;GL-540931;2;77,78;BSP-U02;02.12.2025;14:43:27;BSP-U10;02.12.2025;Freigegeben
5641540945;GL-540945;2;2070,88;BSP-U02;02.12.2025;16:20:29;BSP-U10;03.12.2025;Freigegeben
5641540949;GL-540949;2;5867,86;BSP-U02;02.12.2025;15:51:18;BSP-U10;03.12.2025;Freigegeben
5641540971;GL-540971;2;301,76;BSP-U02;02.12.2025;11:45:51;BSP-U10;02.12.2025;Freigegeben
5641540972;GL-540972;2;73,12;BSP-U02;02.12.2025;14:33:08;BSP-U10;03.12.2025;Freigegeben
5641540974;GL-540974;2;3152,24;BSP-U02;02.12.2025;11:15:24;BSP-U10;02.12.2025;Freigegeben
5641540975;GL-540975;2;77,62;BSP-U02;02.12.2025;14:30:50;BSP-U10;03.12.2025;Freigegeben
5641540982;GL-540982;2;5674,26;BSP-U02;02.12.2025;08:12:08;BSP-U10;03.12.2025;Freigegeben
5641540993;GL-540993;2;360,72;BSP-U02;02.12.2025;16:39:40;BSP-U10;04.12.2025;Freigegeben
5641540998;GL-540998;2;22,18;BSP-U02;02.12.2025;16:05:38;BSP-U10;04.12.2025;Freigegeben
5641541000;GL-541000;2;34,56;BSP-U02;02.12.2025;10:01:11;BSP-U10;04.12.2025;Freigegeben
5641541058;GL-541058;2;1164,04;BSP-U02;02.12.2025;17:00:11;BSP-U10;02.12.2025;Freigegeben
5641541066;GL-541066;2;70,58;BSP-U02;02.12.2025;10:38:26;BSP-U10;02.12.2025;Freigegeben
5641541081;GL-541081;2;47,66;BSP-U02;02.12.2025;16:29:25;BSP-U10;02.12.2025;Freigegeben
5641541082;GL-541082;2;56,00;BSP-U02;02.12.2025;11:03:34;BSP-U10;02.12.2025;Freigegeben
5641541108;GL-541108;2;1964,28;BSP-U02;02.12.2025;09:45:15;BSP-U10;03.12.2025;Freigegeben
5641593274;GL-593274;2;15,38;BSP-U11;02.12.2025;15:47:45;BSP-U02;02.12.2025;Freigegeben
5641522883;GL-522883;2;281968,16;BSP-U11;03.12.2025;09:19:33;BSP-U10;03.12.2025;Freigegeben
5641531867;GL-531867;2;15,56;BSP-U11;03.12.2025;15:48:41;BSP-U02;03.12.2025;Freigegeben
5641531869;GL-531869;2;17,78;BSP-U11;03.12.2025;16:21:53;BSP-U10;04.12.2025;Freigegeben
5641531911;GL-531911;2;3010,00;BSP-U11;03.12.2025;14:24:19;BSP-U10;04.12.2025;Freigegeben
5641540925;GL-540925;2;4197,12;BSP-U02;03.12.2025;09:21:27;BSP-U10;04.12.2025;Freigegeben
5641540929;GL-540929;2;213,16;BSP-U02;03.12.2025;14:18:43;BSP-U10;03.12.2025;Freigegeben
5641540930;GL-540930;2;184,22;BSP-U02;03.12.2025;17:00:17;BSP-U10;05.12.2025;Freigegeben
5641540943;GL-540943;2;3717,66;BSP-U02;03.12.2025;16:10:22;BSP-U10;03.12.2025;Freigegeben
5641540944;GL-540944;2;116,28;BSP-U02;03.12.2025;16:03:47;BSP-U10;04.12.2025;Freigegeben
5641540946;GL-540946;2;7586,38;BSP-U02;03.12.2025;10:00:06;BSP-U10;03.12.2025;Freigegeben
5641540948;GL-540948;2;91,64;BSP-U02;03.12.2025;09:51:38;BSP-U10;03.12.2025;Freigegeben
5641540952;GL-540952;2;655,52;BSP-U02;03.12.2025;08:00:48;BSP-U10;03.12.2025;Freigegeben
5641540965;GL-540965;2;712,32;BSP-U02;03.12.2025;16:13:02;BSP-U10;03.12.2025;Freigegeben
5641540973;GL-540973;2;140,68;BSP-U02;03.12.2025;14:08:35;BSP-U10;03.12.2025;Freigegeben
5641540985;GL-540985;2;59,40;BSP-U02;03.12.2025;11:25:04;BSP-U10;03.12.2025;Freigegeben
5641540996;GL-540996;2;209,20;BSP-U02;03.12.2025;14:14:43;BSP-U10;04.12.2025;Freigegeben
5641541007;GL-541007;2;22,58;BSP-U02;03.12.2025;10:05:10;BSP-U10;05.12.2025;Freigegeben
5641541008;GL-541008;2;40,00;BSP-U02;03.12.2025;10:41:59;BSP-U10;03.12.2025;Freigegeben
5641541015;GL-541015;2;38,34;BSP-U02;03.12.2025;16:54:01;BSP-U10;04.12.2025;Freigegeben
5641541017;GL-541017;2;55,46;BSP-U02;03.12.2025;13:54:17;BSP-U10;05.12.2025;Freigegeben
5641541019;GL-541019;2;86,56;BSP-U02;03.12.2025;14:15:40;BSP-U10;04.12.2025;Freigegeben
5641541045;GL-541045;2;194,54;BSP-U02;03.12.2025;09:02:57;BSP-U10;03.12.2025;Freigegeben
5641541051;GL-541051;2;131,84;BSP-U02;03.12.2025;15:14:01;BSP-U10;04.12.2025;Freigegeben
5641541056;GL-541056;2;20,38;BSP-U02;03.12.2025;13:45:50;BSP-U10;04.12.2025;Freigegeben
5641541075;GL-541075;2;51,02;BSP-U02;03.12.2025;15:44:05;BSP-U10;05.12.2025;Freigegeben
5641541093;GL-541093;2;78,80;BSP-U02;03.12.2025;17:19:40;BSP-U10;04.12.2025;Freigegeben
5641541107;GL-541107;2;1581,00;BSP-U02;03.12.2025;09:59:22;BSP-U10;03.12.2025;Freigegeben
5641528545;GL-528545;2;1979,86;BSP-U10;04.12.2025;07:53:40;BSP-U02;08.12.2025;Freigegeben
5641528546;GL-528546;2;1979,86;BSP-U10;04.12.2025;17:23:18;BSP-U02;05.12.2025;Freigegeben
5641531859;GL-531859;2;8,40;BSP-U11;04.12.2025;13:00:31;BSP-U02;08.12.2025;Freigegeben
5641531861;GL-531861;2;8,40;BSP-U11;04.12.2025;14:02:00;BSP-U10;08.12.2025;Freigegeben
5641531896;GL-531896;2;25,96;BSP-U11;04.12.2025;16:14:24;BSP-U02;05.12.2025;Freigegeben
5641531902;GL-531902;2;26,38;BSP-U11;04.12.2025;14:01:30;BSP-U02;05.12.2025;Freigegeben
5641540586;GL-540586;2;180151,24;BSP-U11;04.12.2025;09:26:14;BSP-U02;05.12.2025;Freigegeben
5641540597;GL-540597;2;192,76;BSP-U11;04.12.2025;11:27:43;BSP-U02;05.12.2025;Freigegeben
5641540927;GL-540927;2;171,48;BSP-U02;04.12.2025;10:49:34;BSP-U10;04.12.2025;Freigegeben
5641540939;GL-540939;2;75651,38;BSP-U02;04.12.2025;07:24:29;BSP-U10;05.12.2025;Freigegeben
5641540947;GL-540947;2;1732,58;BSP-U02;04.12.2025;10:13:33;BSP-U10;04.12.2025;Freigegeben
5641540950;GL-540950;2;1767,96;BSP-U02;04.12.2025;13:41:19;BSP-U10;08.12.2025;Freigegeben
5641540954;GL-540954;2;35,90;BSP-U02;04.12.2025;09:48:22;BSP-U10;05.12.2025;Freigegeben
5641540956;GL-540956;2;104,74;BSP-U02;04.12.2025;09:57:54;BSP-U10;04.12.2025;Freigegeben
5641540961;GL-540961;2;1985,48;BSP-U02;04.12.2025;07:42:07;BSP-U10;08.12.2025;Freigegeben
5641540962;GL-540962;2;397,38;BSP-U02;04.12.2025;07:56:47;BSP-U10;08.12.2025;Freigegeben
5641540964;GL-540964;2;712,32;BSP-U02;04.12.2025;09:52:11;BSP-U10;04.12.2025;Freigegeben
5641540966;GL-540966;2;3165,60;BSP-U02;04.12.2025;10:56:03;BSP-U10;04.12.2025;Freigegeben
5641540967;GL-540967;2;107,44;BSP-U02;04.12.2025;11:38:50;BSP-U10;04.12.2025;Freigegeben
5641540979;GL-540979;2;11654,16;BSP-U02;04.12.2025;12:17:03;BSP-U10;04.12.2025;Freigegeben
5641540984;GL-540984;2;67,30;BSP-U02;04.12.2025;13:22:23;BSP-U10;05.12.2025;Freigegeben
5641540991;GL-540991;2;74,48;BSP-U02;04.12.2025;09:50:36;BSP-U10;04.12.2025;Freigegeben
5641541005;GL-541005;2;15,14;BSP-U02;04.12.2025;16:36:24;BSP-U10;05.12.2025;Freigegeben
5641541011;GL-541011;2;273,66;BSP-U02;04.12.2025;12:11:03;BSP-U10;04.12.2025;Freigegeben
5641541039;GL-541039;2;147,08;BSP-U02;04.12.2025;16:49:51;BSP-U10;05.12.2025;Freigegeben
5641541047;GL-541047;2;479,96;BSP-U02;04.12.2025;07:24:40;BSP-U10;04.12.2025;Freigegeben
5641541050;GL-541050;2;427,08;BSP-U02;04.12.2025;09:04:09;BSP-U10;04.12.2025;Freigegeben
5641541076;GL-541076;2;67,68;BSP-U02;04.12.2025;13:24:06;BSP-U10;05.12.2025;Freigegeben
5641541078;GL-541078;2;71,14;BSP-U02;04.12.2025;09:24:37;BSP-U10;05.12.2025;Freigegeben
5641541080;GL-541080;2;678,64;BSP-U02;04.12.2025;11:59:16;BSP-U10;08.12.2025;Freigegeben
5641541083;GL-541083;2;56,00;BSP-U02;04.12.2025;13:28:20;BSP-U10;04.12.2025;Freigegeben
5641541101;GL-541101;2;109,10;BSP-U02;04.12.2025;12:37:42;BSP-U10;08.12.2025;Freigegeben
5641541102;GL-541102;2;68,34;BSP-U02;04.12.2025;11:40:35;BSP-U10;04.12.2025;Freigegeben
5641541113;GL-541113;2;364,58;BSP-U02;04.12.2025;13:56:37;BSP-U10;05.12.2025;Freigegeben
5641545133;GL-545133;2;348,18;BSP-U10;04.12.2025;17:32:23;BSP-U02;05.12.2025;Freigegeben
5641546381;GL-546381;2;352,70;BSP-U10;04.12.2025;09:16:38;BSP-U02;05.12.2025;Freigegeben
5641593277;GL-593277;2;17,98;BSP-U11;04.12.2025;15:18:42;BSP-U10;04.12.2025;Freigegeben
5641528524;GL-528524;2;760735,44;BSP-U10;05.12.2025;16:23:45;BSP-U02;05.12.2025;Freigegeben
5641540596;GL-540596;2;159,94;BSP-U11;05.12.2025;09:49:06;BSP-U02;08.12.2025;Freigegeben
5641540928;GL-540928;2;4543,02;BSP-U02;05.12.2025;08:37:08;BSP-U10;08.12.2025;Freigegeben
5641540933;GL-540933;2;36,22;BSP-U02;05.12.2025;08:43:48;BSP-U10;08.12.2025;Freigegeben
5641540938;GL-540938;2;3336,54;BSP-U02;05.12.2025;13:13:59;BSP-U10;05.12.2025;Freigegeben
5641540951;GL-540951;2;639,80;BSP-U02;05.12.2025;07:34:51;BSP-U10;08.12.2025;Freigegeben
5641540960;GL-540960;2;296,94;BSP-U02;05.12.2025;11:26:42;BSP-U10;05.12.2025;Freigegeben
5641540963;GL-540963;2;153,00;BSP-U02;05.12.2025;07:57:59;BSP-U10;05.12.2025;Freigegeben
5641540969;GL-540969;2;3395,44;BSP-U02;05.12.2025;11:30:19;BSP-U10;08.12.2025;Freigegeben
5641540970;GL-540970;2;2291,66;BSP-U02;05.12.2025;17:56:56;BSP-U10;05.12.2025;Freigegeben
5641540977;GL-540977;2;191,26;BSP-U02;05.12.2025;13:33:42;BSP-U10;08.12.2025;Freigegeben
5641540980;GL-540980;2;206,76;BSP-U02;05.12.2025;10:02:38;BSP-U10;08.12.2025;Freigegeben
5641540990;GL-540990;2;24,00;BSP-U02;05.12.2025;17:21:00;BSP-U10;08.12.2025;Freigegeben
5641540992;GL-540992;2;24,48;BSP-U02;05.12.2025;17:19:51;BSP-U10;05.12.2025;Freigegeben
5641540994;GL-540994;2;75,08;BSP-U02;05.12.2025;16:21:49;BSP-U10;08.12.2025;Freigegeben
5641541001;GL-541001;2;13,04;BSP-U02;05.12.2025;09:17:40;BSP-U10;05.12.2025;Freigegeben
5641541009;GL-541009;2;78,52;BSP-U02;05.12.2025;16:09:38;BSP-U10;05.12.2025;Freigegeben
5641541016;GL-541016;2;111,50;BSP-U02;05.12.2025;14:56:13;BSP-U10;05.12.2025;Freigegeben
5641541023;GL-541023;2;12,42;BSP-U02;05.12.2025;10:35:28;BSP-U10;05.12.2025;Freigegeben
5641541035;GL-541035;2;2152,92;BSP-U02;05.12.2025;09:30:35;BSP-U10;08.12.2025;Freigegeben
5641541037;GL-541037;2;26,88;BSP-U02;05.12.2025;10:01:38;BSP-U10;05.12.2025;Freigegeben
5641541055;GL-541055;2;416,44;BSP-U02;05.12.2025;10:22:36;BSP-U10;08.12.2025;Freigegeben
5641541059;GL-541059;2;1063,96;BSP-U02;05.12.2025;07:24:58;BSP-U10;08.12.2025;Freigegeben
5641541062;GL-541062;2;132,80;BSP-U02;05.12.2025;13:44:32;BSP-U10;08.12.2025;Freigegeben
5641541067;GL-541067;2;101,12;BSP-U02;05.12.2025;13:38:46;BSP-U10;05.12.2025;Freigegeben
5641541072;GL-541072;2;157,78;BSP-U02;05.12.2025;07:41:51;BSP-U10;08.12.2025;Freigegeben
5641541085;GL-541085;2;73,02;BSP-U02;05.12.2025;12:51:14;BSP-U10;05.12.2025;Freigegeben
5641541087;GL-541087;2;91,16;BSP-U02;05.12.2025;12:07:30;BSP-U10;05.12.2025;Freigegeben
5641541097;GL-541097;2;73,72;BSP-U02;05.12.2025;08:05:48;BSP-U10;08.12.2025;Freigegeben
5641541143;GL-541143;4;331212,00;BSP-U02;05.12.2025;15:04:58;BSP-U10;08.12.2025;Freigegeben
5641547267;GL-547267;2;558264,32;BSP-U11;05.12.2025;10:42:42;BSP-U02;08.12.2025;Freigegeben
5641527262;GL-527262;2;1000000,00;BSP-U11;08.12.2025;13:58:02;BSP-U10;08.12.2025;Freigegeben
5641531863;GL-531863;2;9,40;BSP-U11;08.12.2025;14:13:46;;;GEBUCHT OHNE FREIGABE
5641531883;GL-531883;2;21,94;BSP-U11;08.12.2025;09:02:28;BSP-U02;08.12.2025;Freigegeben
5641531898;GL-531898;2;26,46;BSP-U11;08.12.2025;09:54:41;BSP-U02;09.12.2025;Freigegeben
5641532279;GL-532279;2;61888,36;BSP-U11;08.12.2025;07:24:36;BSP-U10;08.12.2025;Freigegeben
5641532282;GL-532282;2;34,00;BSP-U11;08.12.2025;18:36:54;BSP-U02;09.12.2025;Freigegeben
5641540935;GL-540935;2;14731,12;BSP-U02;08.12.2025;14:05:53;BSP-U10;09.12.2025;Freigegeben
5641540957;GL-540957;2;1391,66;BSP-U02;08.12.2025;13:40:37;BSP-U10;10.12.2025;Freigegeben
5641540958;GL-540958;2;2826,78;BSP-U02;08.12.2025;09:48:54;BSP-U10;08.12.2025;Freigegeben
