BUCHUNGSNUMMER;SACHKONTO;BUCHUNGSDATUM;AENDERUNGSART;BENUTZER;GEAENDERT_AM;GEAENDERT_UM;BEMERKUNG;FESTSCHREIBUNG_VOR_AENDERUNG
5663384494;530000-HSB L DIV.-800291---TRADE-10-SO1158928-HSB L DIV.|10|800291|-|SO1158928;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384495;530000-HSB L AW-800291---TRADE-10-SO1158928-HSB L AW|10|800291|-|SO1158928;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384496;530000-HSB L ROST 800CUBE-800291---TRADE-10-SO1158928-HSB L ROST 800CUBE|10|800291|-|SO1158928;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384497;530000-HSB L ROST 900CUBE-800291---TRADE-10-SO1158928-HSB L ROST 900CUBE|10|800291|-|SO1158928;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384514;533000-UPL 004 1300-802183---TRADE-10-SO1173837-UPL 004 1300|10|802183|-|SO1173837;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384515;533000-UPL 030 2600-800253---TRADE-10-SO1174241-UPL 030 2600|10|800253|-|SO1174241;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384516;533000-UPL 030 2600-800159---TRADE-10-SO1174464-UPL 030 2600|10|800159|-|SO1174464;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384517;533000-UPL 010 2600-802728---TRADE-10-SO1174267-UPL 010 2600|10|802728|-|SO1174267;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384498;530000-HVD 3X50 R-800106---TRADE-10-SO1178258-HVD 3X50 R|10|800106|-|SO1178258;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384555;560800-KU72.00-R72.01.DE-KU72.00-00000308---XPS-10;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384554;180000-KU72.00---KU72.00-00000308-XPS-10;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384518;533000-UPL 050 2600-802532---TRADE-10-SO1176958-UPL 050 2600|10|802532|-|SO1176958;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384519;533000-UPL 006 1300-801402---TRADE-10-SO1178304-UPL 006 1300|10|801402|-|SO1178304;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384520;533000-UPL 040 2600-801402---TRADE-10-SO1178304-UPL 040 2600|10|801402|-|SO1178304;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384499;530000-HVD 3X50 R-801179---TRADE-10-SO1178482-HVD 3X50 R|10|801179|-|SO1178482;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384521;533000-UPL 030 2600-802724---TRADE-10-SO1176503-UPL 030 2600|10|802724|-|SO1176503;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384522;533000-UPL 050 2600-802724---TRADE-10-SO1176503-UPL 050 2600|10|802724|-|SO1176503;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384523;533000-UPL 040 2600-800124---TRADE-10-SO1176603-UPL 040 2600|10|800124|-|SO1176603;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384524;533000-UPL 010 1300-801990---TRADE-10-SO1176929-UPL 010 1300|10|801990|-|SO1176929;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384525;533000-UPL 006 1300-800145---TRADE-10-SO1178475-UPL 006 1300|10|800145|-|SO1178475;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384526;533000-UPL 050 2600-800145---TRADE-10-SO1178475-UPL 050 2600|10|800145|-|SO1178475;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384527;533000-UPL 050 2600-801208---TRADE-10-SO1178618-UPL 050 2600|10|801208|-|SO1178618;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384500;530000-HVD 3X50 R-802183---TRADE-10-SO1178923-HVD 3X50 R|10|802183|-|SO1178923;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384528;533000-UPL 040 2600-803128---TRADE-10-SO1176949-UPL 040 2600|10|803128|-|SO1176949;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384529;533000-UPL 040 2600-802851---TRADE-10-SO1178381-UPL 040 2600|10|802851|-|SO1178381;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384530;533000-UPL 040 2600-800129---TRADE-10-SO1179074-UPL 040 2600|10|800129|-|SO1179074;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384531;533000-UPL 040 2600-800159---TRADE-10-SO1179252-UPL 040 2600|10|800159|-|SO1179252;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384557;560800-KT00.00-T11.00.DE-KT00.00-00000128---XPS-10;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384556;180000-KT00.00---KT00.00-00000128-XPS-10;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384532;533000-UPL 010 1300 _M15-802401---TRADE-10-SO1179363-UPL 010 1300 _M15|10|802401|-|SO1179363;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384533;533000-UPL 050 2600-800132---TRADE-10-SO1178388-UPL 050 2600|10|800132|-|SO1178388;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384534;533000-UPL 006 1300-802183---TRADE-10-SO1179353-UPL 006 1300|10|802183|-|SO1179353;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384535;533000-UPL 050 2600-802183---TRADE-10-SO1179353-UPL 050 2600|10|802183|-|SO1179353;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384536;533000-UPL 030 2600-802183---TRADE-10-SO1179353-UPL 030 2600|10|802183|-|SO1179353;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384947;450001-X12GGKTOP30 080X3000X1000----XPS-10--X12GGKTOP30 080X3000X1000|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384948;450001-X12RGKTOP30 057.5X2400X1250----XPS-10--X12RGKTOP30 057.5X2400X1250|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384950;450001-X12RRIGKTOP40 045X2090X750----XPS-10--X12RRIGKTOP40 045X2090X750|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384949;450001-XGSFTOP30 130 _G----XPS-10--XGSFTOP30 130 _G|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384501;530000-HVD 3X50 R-802389---TRADE-10-SO1179328-HVD 3X50 R|10|802389|-|SO1179328;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384502;530000-HVD 3X50 R-801449---TRADE-10-SO1179601-HVD 3X50 R|10|801449|-|SO1179601;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384537;533000-UPL 030 2600-803056---TRADE-10-SO1179203-UPL 030 2600|10|803056|-|SO1179203;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384503;530000-HXAUFSATZ-802851---TRADE-10-SO1179106-HXAUFSATZ|10|802851|-|SO1179106;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384538;533000-UPL 004 1300 _M15-801152---TRADE-10-SO1179547-UPL 004 1300 _M15|10|801152|-|SO1179547;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384539;533000-UPL 030 2600-800187---TRADE-10-SO1179552-UPL 030 2600|10|800187|-|SO1179552;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384504;530000-HVD 3X50 R-800253---TRADE-10-SO1179611-HVD 3X50 R|10|800253|-|SO1179611;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384540;533000-UPL 030 2600-803025---TRADE-10-SO1179460-UPL 030 2600|10|803025|-|SO1179460;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384541;533000-UPL 030 2600-800110---TRADE-10-SO1179561-UPL 030 2600|10|800110|-|SO1179561;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384629;500000-X12RGKTOP30 057.5X2400X1250----XPS-10--X12RGKTOP30 057.5X2400X1250|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384697;500100-X12RGKTOP30 057.5X2400X1250----XPS-10--X12RGKTOP30 057.5X2400X1250|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384769;500200-X12RGKTOP30 057.5X2400X1250----XPS-10--X12RGKTOP30 057.5X2400X1250|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384866;456010-X12RGKTOP30 057.5X2400X1250----XPS-10--X12RGKTOP30 057.5X2400X1250|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384630;500000-XGSFTOP30 130 _G----XPS-10--XGSFTOP30 130 _G|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384698;500100-XGSFTOP30 130 _G----XPS-10--XGSFTOP30 130 _G|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384770;500200-XGSFTOP30 130 _G----XPS-10--XGSFTOP30 130 _G|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384831;456000-XGSFTOP30 130 _G----XPS-10--XGSFTOP30 130 _G|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384631;500000-X12GGKTOP30 080X3000X1000----XPS-10--X12GGKTOP30 080X3000X1000|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384699;500100-X12GGKTOP30 080X3000X1000----XPS-10--X12GGKTOP30 080X3000X1000|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384771;500200-X12GGKTOP30 080X3000X1000----XPS-10--X12GGKTOP30 080X3000X1000|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384867;456010-X12GGKTOP30 080X3000X1000----XPS-10--X12GGKTOP30 080X3000X1000|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384632;500000-XGGKTOP30 100----XPS-10--XGGKTOP30 100|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384700;500100-XGGKTOP30 100----XPS-10--XGGKTOP30 100|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384772;500200-XGGKTOP30 100----XPS-10--XGGKTOP30 100|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384633;500000-XGSFTOP30 150 _G----XPS-10--XGSFTOP30 150 _G|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384701;500100-XGSFTOP30 150 _G----XPS-10--XGSFTOP30 150 _G|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384773;500200-XGSFTOP30 150 _G----XPS-10--XGSFTOP30 150 _G|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384634;500000-XGSFPLUS30 240----XPS-10--XGSFPLUS30 240|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384774;500200-XGSFPLUS30 240----XPS-10--XGSFPLUS30 240|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384868;456010-XGSFPLUS30 240----XPS-10--XGSFPLUS30 240|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384635;500000-X12RRIGKTOP30 025.5X2450X1200----XPS-10--X12RRIGKTOP30 025.5X2450X1200|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384702;500100-X12RRIGKTOP30 025.5X2450X1200----XPS-10--X12RRIGKTOP30 025.5X2450X1200|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384775;500200-X12RRIGKTOP30 025.5X2450X1200----XPS-10--X12RRIGKTOP30 025.5X2450X1200|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384869;456010-X12RRIGKTOP30 025.5X2450X1200----XPS-10--X12RRIGKTOP30 025.5X2450X1200|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384951;450001-X12RRIGKTOP30 025.5X2450X1200----XPS-10--X12RRIGKTOP30 025.5X2450X1200|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384636;500000-X12RRIGKTOP40 045X2090X750----XPS-10--X12RRIGKTOP40 045X2090X750|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384703;500100-X12RRIGKTOP40 045X2090X750----XPS-10--X12RRIGKTOP40 045X2090X750|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384776;500200-X12RRIGKTOP40 045X2090X750----XPS-10--X12RRIGKTOP40 045X2090X750|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663384870;456010-X12RRIGKTOP40 045X2090X750----XPS-10--X12RRIGKTOP40 045X2090X750|10|-|-|-;31.10.2025;Stornobuchung (Generalstorno);BSP-U02;31.10.2025;22:21:07;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910673;170000-----TRADE-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910730;170000-----TRADE-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910690;173000-----TRADE-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910732;173000-----TRADE-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910744;110000-----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910890;110000-----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910734;110100-----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910800;110100-----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910963;110100-----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910737;110200-----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910834;110200-----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910965;110200-----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910966;110700-----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910964;169001-----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910740;140000-KU72.90----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910741;540000-KU72.90-----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910884;110000-KU72.00----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910886;110100-KU72.00----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910888;110200-KU72.00----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910962;540000-KU72.00-----XPS-10;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910738;500200-100165----XPS-10--100165|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910745;500000-100101----XPS-10--100101|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910746;500000-100102----XPS-10--100102|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910893;456000-XGSFTOP30 100 _G----XPS-10--XGSFTOP30 100 _G|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910894;456000-XGSFTOP30 120 _G----XPS-10--XGSFTOP30 120 _G|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910895;456000-XPGKTOP 020----XPS-10--XPGKTOP 020|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910896;456000-XPGKTOP 080----XPS-10--XPGKTOP 080|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910897;456000-XGSFTOP30 080 _G----XPS-10--XGSFTOP30 080 _G|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910747;500000-100109----XPS-10--100109|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910891;500000-100100----XPS-10--100100|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910892;500000-100100----XPS-10--100100|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910748;500000-100108----XPS-10--100108|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910749;500000-100107----XPS-10--100107|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910750;500000-100122----XPS-10--100122|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910898;456000-XGSFTOP50 080----XPS-10--XGSFTOP50 080|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910972;450001-XPGKTOP 060----XPS-10--XPGKTOP 060|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910968;450001-XGSFTOP50 120----XPS-10--XGSFTOP50 120|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910924;450001-XGSFTOP50 120----XPS-10--XGSFTOP50 120|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910739;500200-100161----XPS-10--100161|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5663910751;500000-XPGKTOP 020----XPS-10--XPGKTOP 020|10|-|-|-;30.11.2025;Stornobuchung (Generalstorno);BSP-U10;30.11.2025;21:13:24;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
