RECHNUNGSNUMMER;ART;DEBITOR;DEBITORNAME;KUNDENGRUPPE;FAKTURADATUM;LEISTUNGSDATUM;WARENAUSGANG_NR;WARENAUSGANG_DATUM;LIEFERART;BETRAG_EUR;WAEHRUNG;STORNO_REF;BUCHUNGSTEXT;BEMERKUNG
SI10073088;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;15.12.2025;DN0215104;15.12.2025;Warenlieferung;2848,32;EUR;;;
SI10073089;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;15.12.2025;DN0215103;15.12.2025;Warenlieferung;6814,34;EUR;;;
SI10073090;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;15.12.2025;DN0215094;15.12.2025;Warenlieferung;10422,12;EUR;;;
SI10073091;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;15.12.2025;DN0215093;15.12.2025;Warenlieferung;8819,91;EUR;;;
SI10073092;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;15.12.2025;DN0215084;15.12.2025;Warenlieferung;4995,14;EUR;;;
SI10073093;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN0215083;15.12.2025;Warenlieferung;10432,97;EUR;;;
SI10073094;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN0215082;15.12.2025;Warenlieferung;10432,97;EUR;;;
SI10073095;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN0215077;15.12.2025;Warenlieferung;17342,17;EUR;;;
SI10073096;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN0215076;15.12.2025;Warenlieferung;5047,98;EUR;;;
SI10073097;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN0215075;15.12.2025;Warenlieferung;7554,83;EUR;;;
SI10073098;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN0215074;15.12.2025;Warenlieferung;2410,39;EUR;;;
SI10073099;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN0215073;15.12.2025;Warenlieferung;4597,35;EUR;;;
SI10073100;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN0215067;15.12.2025;Warenlieferung;9543,90;EUR;;;
SI10073101;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN0215066;15.12.2025;Warenlieferung;10536,07;EUR;;;
SI10073102;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN0215055;15.12.2025;Warenlieferung;5526,36;EUR;;;
SI10073103;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN0215054;15.12.2025;Warenlieferung;8402,83;EUR;;;
SI10073104;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075454;15.12.2025;Warenlieferung;5301,45;EUR;;;
SI10073105;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075452;15.12.2025;Warenlieferung;4409,09;EUR;;;
SI10073106;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075451;15.12.2025;Warenlieferung;1835,05;EUR;;;
SI10073107;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075450;15.12.2025;Warenlieferung;3476,04;EUR;;;
SI10073108;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075449;15.12.2025;Warenlieferung;2389,40;EUR;;;
SI10073109;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075448;15.12.2025;Warenlieferung;4594,59;EUR;;;
SI10073110;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075447;15.12.2025;Warenlieferung;3718,08;EUR;;;
SI10073111;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075446;15.12.2025;Warenlieferung;8263,84;EUR;;;
SI10073112;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075445;15.12.2025;Warenlieferung;8537,14;EUR;;;
SI10073113;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075444;15.12.2025;Warenlieferung;1907,24;EUR;;;
SI10073114;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075443;15.12.2025;Warenlieferung;3117,90;EUR;;;
SI10073115;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075442;15.12.2025;Warenlieferung;11822,13;EUR;;;
SI10073116;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075441;15.12.2025;Warenlieferung;74,97;EUR;;;
SI10073117;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075440;15.12.2025;Warenlieferung;917,63;EUR;;;
SI10073118;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075439;15.12.2025;Warenlieferung;3611,76;EUR;;;
SI10073119;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075438;15.12.2025;Warenlieferung;11231,15;EUR;;;
SI10073120;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075437;15.12.2025;Warenlieferung;3932,71;EUR;;;
SI10073121;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075436;15.12.2025;Warenlieferung;2303,08;EUR;;;
SI10073122;Rechnung;800160;ATLAS SYSTEME GMBH;C-DOM;15.12.2025;15.12.2025;DN10075435;15.12.2025;Warenlieferung;3085,91;EUR;;;
SI10073123;Rechnung;800211;FELDSPAT HOCHBAU GMBH & CO. KG;C-DOM;15.12.2025;15.12.2025;DN10075434;15.12.2025;Warenlieferung;4080,19;EUR;;;
SI10073124;Rechnung;801839;MAIN FOLIEN GMBH;C-DOM;15.12.2025;15.12.2025;DN10075433;15.12.2025;Warenlieferung;2551,55;EUR;;;
SI10073125;Rechnung;801286;PRIMUSLOGISTIK GMBH & CO. KG;C-DOM;15.12.2025;15.12.2025;DN10075431;15.12.2025;Warenlieferung;4883,76;EUR;;;
SI10073126;Rechnung;801286;PRIMUSLOGISTIK GMBH & CO. KG;C-DOM;15.12.2025;15.12.2025;DN10075430;15.12.2025;Warenlieferung;5665,16;EUR;;;
SI10073127;Rechnung;801839;MAIN FOLIEN GMBH;C-DOM;15.12.2025;15.12.2025;DN10075429;15.12.2025;Warenlieferung;4693,88;EUR;;;
SI10073128;Rechnung;801839;MAIN FOLIEN GMBH;C-DOM;15.12.2025;15.12.2025;DN10075428;15.12.2025;Warenlieferung;2430,31;EUR;;;
SI10073129;Rechnung;800055;ALLGÄURECYCLING;C-DOM;15.12.2025;15.12.2025;DN10075427;15.12.2025;Warenlieferung;4331,12;EUR;;;
SI10073130;Rechnung;801071;FORMA PLATTEN GMBH;C-DOM;15.12.2025;15.12.2025;DN10075426;15.12.2025;Warenlieferung;8585,56;EUR;;;
SI10073131;Rechnung;801071;FORMA PLATTEN GMBH;C-DOM;15.12.2025;15.12.2025;DN10075425;15.12.2025;Warenlieferung;8787,34;EUR;;;
SI10073132;Rechnung;801839;MAIN FOLIEN GMBH;C-DOM;15.12.2025;15.12.2025;DN10075424;15.12.2025;Warenlieferung;664,02;EUR;;;
SI10073133;Rechnung;800170;KOMPAKTPROFILE GMBH & CO. KG;C-DOM;15.12.2025;15.12.2025;DN10075423;15.12.2025;Warenlieferung;10867,44;EUR;;;
SI10073134;Rechnung;801090;NOVAHANDEL;C-EU;15.12.2025;15.12.2025;DN10075422;15.12.2025;Warenlieferung;3681,00;EUR;;;
SI10073135;Rechnung;801449;TAUNUSBETON;C-DOM;15.12.2025;15.12.2025;DN10075421;15.12.2025;Warenlieferung;10245,90;EUR;;;
SI10073136;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;15.12.2025;DN10075420;15.12.2025;Warenlieferung;14894,18;EUR;;;
SI10073137;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;15.12.2025;DN10075419;15.12.2025;Warenlieferung;899,64;EUR;;;
SI10073138;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;15.12.2025;DN10075418;15.12.2025;Warenlieferung;4757,36;EUR;;;
SI10073139;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;15.12.2025;DN10075417;15.12.2025;Warenlieferung;3630,40;EUR;;;
SI10073140;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;15.12.2025;DN10075416;15.12.2025;Warenlieferung;3058,78;EUR;;;
SI10073141;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;15.12.2025;DN10075415;15.12.2025;Warenlieferung;7550,55;EUR;;;
SI10073142;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;15.12.2025;DN10075414;15.12.2025;Warenlieferung;6761,22;EUR;;;
SI10073143;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;15.12.2025;DN10075413;15.12.2025;Warenlieferung;2596,10;EUR;;;
SI10073144;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;15.12.2025;DN10075412;15.12.2025;Warenlieferung;2811,59;EUR;;;
SI10073145;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;15.12.2025;DN10075411;15.12.2025;Warenlieferung;2724,62;EUR;;;
SI10073146;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;15.12.2025;DN10075410;15.12.2025;Warenlieferung;3174,44;EUR;;;
SI10073147;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;15.12.2025;15.12.2025;DN10075409;15.12.2025;Warenlieferung;3604,99;EUR;;;
SI10073148;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075408;15.12.2025;Warenlieferung;11191,95;EUR;;;
SI10073149;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075407;15.12.2025;Warenlieferung;11191,95;EUR;;;
SI10073150;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075406;15.12.2025;Warenlieferung;13339,02;EUR;;;
SI10073151;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075405;15.12.2025;Warenlieferung;3130,75;EUR;;;
SI10073152;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075404;15.12.2025;Warenlieferung;5785,65;EUR;;;
SI10073153;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075403;15.12.2025;Warenlieferung;6196,16;EUR;;;
SI10073154;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075402;15.12.2025;Warenlieferung;10753,05;EUR;;;
SI10073155;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075401;15.12.2025;Warenlieferung;6037,58;EUR;;;
SI10073156;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075400;15.12.2025;Warenlieferung;7580,97;EUR;;;
SI10073157;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075399;15.12.2025;Warenlieferung;6287,84;EUR;;;
SI10073158;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;15.12.2025;DN10075398;15.12.2025;Warenlieferung;7251,31;EUR;;;
SI10073159;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;10.12.2025;DN10075245;10.12.2025;Warenlieferung;5458,67;EUR;;;
SI10073160;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;10.12.2025;DN10075244;10.12.2025;Warenlieferung;3509,11;EUR;;;
SI10073161;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;10.12.2025;DN10075243;10.12.2025;Warenlieferung;3641,40;EUR;;;
SI10073162;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;10.12.2025;DN10075242;10.12.2025;Warenlieferung;9801,79;EUR;;;
SI10073163;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;10.12.2025;DN10075241;10.12.2025;Warenlieferung;3236,28;EUR;;;
SI10073164;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;10.12.2025;DN10075240;10.12.2025;Warenlieferung;2534,84;EUR;;;
SI10073165;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;10.12.2025;DN10075239;10.12.2025;Warenlieferung;6812,85;EUR;;;
SI10073166;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;10.12.2025;DN10075238;10.12.2025;Warenlieferung;2517,12;EUR;;;
SI10073167;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;10.12.2025;DN10075237;10.12.2025;Warenlieferung;1199,28;EUR;;;
SI10073168;Rechnung;802065;SÜD TRANSPORT GMBH;C-DOM;15.12.2025;10.12.2025;DN10075236;10.12.2025;Warenlieferung;2643,66;EUR;;;
SI10073169;Rechnung;800911;WESERHANDEL GMBH;C-DOM;15.12.2025;10.12.2025;DN10075235;10.12.2025;Warenlieferung;5281,53;EUR;;;
SI10073170;Rechnung;801037;SILVA INDUSTRIEBEDARF GMBH;C-DOM;15.12.2025;10.12.2025;DN10075234;10.12.2025;Warenlieferung;5216,63;EUR;;;
SI10073171;Rechnung;800210;BASALTTIEFBAU GMBH & CO. KG;C-DOM;15.12.2025;10.12.2025;DN10075233;10.12.2025;Warenlieferung;2425,53;EUR;;;
SI10073172;Rechnung;803032;BEISPIEL BH D.O.O.;C-IC-3RD;15.12.2025;10.12.2025;DN10075232;10.12.2025;Warenlieferung;8748,00;EUR;;;
SI10073173;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;10.12.2025;DN10075231;10.12.2025;Warenlieferung;10432,97;EUR;;;
SI10073174;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;10.12.2025;DN10075230;10.12.2025;Warenlieferung;10432,97;EUR;;;
SI10073175;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;10.12.2025;DN10075229;10.12.2025;Warenlieferung;14188,61;EUR;;;
SI10073176;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;10.12.2025;DN10075228;10.12.2025;Warenlieferung;6357,46;EUR;;;
SI10073177;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075227;10.12.2025;Warenlieferung;475,52;EUR;;;
SI10073178;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;10.12.2025;DN10075226;10.12.2025;Warenlieferung;485,81;EUR;;;
SI10073179;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075225;10.12.2025;Warenlieferung;3722,37;EUR;;;
SI10073180;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;10.12.2025;DN10075224;10.12.2025;Warenlieferung;9356,26;EUR;;;
SI10073181;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;10.12.2025;DN10075223;10.12.2025;Warenlieferung;2760,61;EUR;;;
SI10073182;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075222;10.12.2025;Warenlieferung;2724,62;EUR;;;
SI10073183;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075220;10.12.2025;Warenlieferung;4412,73;EUR;;;
SI10073184;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075219;10.12.2025;Warenlieferung;2810,30;EUR;;;
SI10073185;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;10.12.2025;DN10075218;10.12.2025;Warenlieferung;10503,51;EUR;;;
SI10073186;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075217;10.12.2025;Warenlieferung;2790,17;EUR;;;
SI10073187;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075216;10.12.2025;Warenlieferung;2815,44;EUR;;;
SI10073188;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075215;10.12.2025;Warenlieferung;2724,62;EUR;;;
SI10073189;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075214;10.12.2025;Warenlieferung;3741,22;EUR;;;
SI10073190;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075213;10.12.2025;Warenlieferung;3166,59;EUR;;;
SI10073191;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075212;10.12.2025;Warenlieferung;2747,33;EUR;;;
SI10073192;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075211;10.12.2025;Warenlieferung;4695,26;EUR;;;
SI10073193;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075209;10.12.2025;Warenlieferung;3224,14;EUR;;;
SI10073194;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.12.2025;10.12.2025;DN10075208;10.12.2025;Warenlieferung;3201,43;EUR;;;
SI10073195;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;10.12.2025;DN10075207;10.12.2025;Warenlieferung;2544,70;EUR;;;
SI10073196;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;10.12.2025;DN10075206;10.12.2025;Warenlieferung;10685,22;EUR;;;
SI10073197;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;09.12.2025;DN10075203;09.12.2025;Warenlieferung;3769,92;EUR;;;
SI10073198;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;09.12.2025;DN10075202;09.12.2025;Warenlieferung;10461,96;EUR;;;
SI10073199;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;09.12.2025;DN10075201;09.12.2025;Warenlieferung;2634,66;EUR;;;
SI10073201;Rechnung;802445;HANSE INDUSTRIEBEDARF GMBH;C-DOM;15.12.2025;09.12.2025;DN10075200;09.12.2025;Warenlieferung;4655,85;EUR;;;
SI10073202;Rechnung;802445;HANSE INDUSTRIEBEDARF GMBH;C-DOM;15.12.2025;09.12.2025;DN10075199;09.12.2025;Warenlieferung;4147,29;EUR;;;
SI10073203;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;15.12.2025;09.12.2025;DN10075198;09.12.2025;Warenlieferung;2367,98;EUR;;;
SI10073205;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.12.2025;15.12.2025;;;Storno/Neuberechnung;475,52;EUR;SCN0004046;;Stornopaar mit SCN0004046, erlösneutral, kein Warenausgang
SI10073206;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075197;09.12.2025;Warenlieferung;10692,39;EUR;;;
SI10073207;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075196;09.12.2025;Warenlieferung;2819,73;EUR;;;
SI10073208;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075195;09.12.2025;Warenlieferung;2200,55;EUR;;;
SI10073209;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075194;09.12.2025;Warenlieferung;2613,24;EUR;;;
SI10073210;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075193;09.12.2025;Warenlieferung;4464,51;EUR;;;
SI10073211;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075192;09.12.2025;Warenlieferung;5773,12;EUR;;;
SI10073212;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075191;09.12.2025;Warenlieferung;4232,59;EUR;;;
SI10073213;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075190;09.12.2025;Warenlieferung;4209,74;EUR;;;
SI10073214;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075189;09.12.2025;Warenlieferung;3316,67;EUR;;;
SI10073215;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075188;09.12.2025;Warenlieferung;9561,89;EUR;;;
SI10073216;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075187;09.12.2025;Warenlieferung;3739,93;EUR;;;
SI10073217;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075186;09.12.2025;Warenlieferung;6724,81;EUR;;;
SI10073218;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075185;09.12.2025;Warenlieferung;5927,10;EUR;;;
SI10073219;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075184;09.12.2025;Warenlieferung;3026,65;EUR;;;
SI10073220;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.12.2025;09.12.2025;DN10075183;09.12.2025;Warenlieferung;12415,03;EUR;;;
SI10073221;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;15.12.2025;09.12.2025;DN10075182;09.12.2025;Warenlieferung;2578,97;EUR;;;
SI10073222;Rechnung;801071;FORMA PLATTEN GMBH;C-DOM;15.12.2025;09.12.2025;DN10075181;09.12.2025;Warenlieferung;4305,42;EUR;;;
SI10073223;Rechnung;801071;FORMA PLATTEN GMBH;C-DOM;15.12.2025;09.12.2025;DN10075180;09.12.2025;Warenlieferung;2631,23;EUR;;;
SI10073224;Rechnung;802380;SOLIDGEBÄUDETECHNIK B.V.;C-EU;15.12.2025;09.12.2025;DN10075179;09.12.2025;Warenlieferung;7737,66;EUR;;;
SI10073225;Rechnung;801449;TAUNUSBETON;C-DOM;15.12.2025;09.12.2025;DN10075178;09.12.2025;Warenlieferung;1414,92;EUR;;;
SI10073226;Rechnung;802127;ZENITTIEFBAU GMBH;C-DOM;15.12.2025;09.12.2025;DN10075177;09.12.2025;Warenlieferung;3902,72;EUR;;;
SCN0004047;Gutschrift;800002;POLARIS BAUBEDARF KG;C-DOM;16.12.2025;16.12.2025;;;Gutschrift;-1085,99;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004180;Gutschrift;803149;KOMPAKT CHEMIE GMBH & CO. KG;C-DOM;16.12.2025;16.12.2025;;;Storno/Neuberechnung;-4780,94;EUR;SI10073248;;Stornopaar mit SI10073248, erlösneutral, kein Warenausgang
SI10073227;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;16.12.2025;16.12.2025;DN0215284;16.12.2025;Warenlieferung;8256,77;EUR;;;
SI10073228;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;16.12.2025;16.12.2025;DN0215283;16.12.2025;Warenlieferung;7231,32;EUR;;;
SI10073229;Rechnung;800291;ALPEN TECHNIK;C-DOM;16.12.2025;16.12.2025;DN0215245;16.12.2025;Warenlieferung;2770,03;EUR;;;
SI10073230;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;16.12.2025;16.12.2025;DN0215244;16.12.2025;Warenlieferung;3213,00;EUR;;;
SI10073231;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;16.12.2025;16.12.2025;DN0215243;16.12.2025;Warenlieferung;1488,21;EUR;;;
SI10073232;Rechnung;803027;ARGUS CHEMIE GMBH & CO. KG;C-DOM;16.12.2025;16.12.2025;DN0215242;16.12.2025;Warenlieferung;4017,89;EUR;;;
SI10073233;Rechnung;803040;PRISMA PROFILE SA;C-EU;16.12.2025;16.12.2025;DN0215239;16.12.2025;Warenlieferung;16405,20;EUR;;;
SI10073234;Rechnung;803085;ARGUSPROFILE GMBH;C-DOM;16.12.2025;16.12.2025;DN0215238;16.12.2025;Warenlieferung;3102,43;EUR;;;
SI10073235;Rechnung;803085;ARGUSPROFILE GMBH;C-DOM;16.12.2025;16.12.2025;DN0215224;16.12.2025;Warenlieferung;3466,27;EUR;;;
SI10073236;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;16.12.2025;16.12.2025;DN0215223;16.12.2025;Warenlieferung;517,29;EUR;;;
SI10073237;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;16.12.2025;16.12.2025;DN0215210;16.12.2025;Warenlieferung;9082,08;EUR;;;
SI10073238;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;16.12.2025;16.12.2025;DN0215209;16.12.2025;Warenlieferung;4065,94;EUR;;;
SI10073239;Rechnung;800050;KORUND LOGISTIK;C-DOM;16.12.2025;16.12.2025;DN10075500;16.12.2025;Warenlieferung;7142,07;EUR;;;
SI10073240;Rechnung;800062;HARZ ANLAGENBAU GMBH;C-DOM;16.12.2025;16.12.2025;DN10075499;16.12.2025;Warenlieferung;7212,54;EUR;;;
SI10073241;Rechnung;800286;;;16.12.2025;16.12.2025;DN10075498;16.12.2025;Warenlieferung;9349,58;EUR;;;
SI10073242;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075497;16.12.2025;Warenlieferung;1141,69;EUR;;;
SI10073243;Rechnung;801449;TAUNUSBETON;C-DOM;16.12.2025;16.12.2025;DN10075496;16.12.2025;Warenlieferung;11906,66;EUR;;;
SI10073244;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075495;16.12.2025;Warenlieferung;13627,01;EUR;;;
SI10073245;Rechnung;800040;SOLIDHOCHBAU GMBH;C-DOM;16.12.2025;16.12.2025;DN10075494;16.12.2025;Warenlieferung;4948,02;EUR;;;
SI10073246;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;16.12.2025;16.12.2025;DN10075493;16.12.2025;Warenlieferung;4293,42;EUR;;;
SI10073247;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;16.12.2025;16.12.2025;DN10075492;16.12.2025;Warenlieferung;5140,80;EUR;;;
SI10073248;Rechnung;803149;KOMPAKT CHEMIE GMBH & CO. KG;C-DOM;16.12.2025;16.12.2025;;;Storno/Neuberechnung;4780,94;EUR;SCN0004180;;Stornopaar mit SCN0004180, erlösneutral, kein Warenausgang
SI10073249;Rechnung;802445;HANSE INDUSTRIEBEDARF GMBH;C-DOM;16.12.2025;16.12.2025;DN10075491;16.12.2025;Warenlieferung;9458,73;EUR;;;
SI10073250;Rechnung;801314;KOMPAKT LOGISTIK GMBH;C-DOM;16.12.2025;16.12.2025;DN10075490;16.12.2025;Warenlieferung;4738,53;EUR;;;
SI10073251;Rechnung;800295;NOVAFOLIEN MBH;C-DOM;16.12.2025;16.12.2025;DN10075489;16.12.2025;Warenlieferung;4200,03;EUR;;;
SI10073252;Rechnung;800298;ARGUS GERÜSTBAU;C-DOM;16.12.2025;16.12.2025;DN10075488;16.12.2025;Warenlieferung;1668,62;EUR;;;
SI10073253;Rechnung;800298;ARGUS GERÜSTBAU;C-DOM;16.12.2025;16.12.2025;DN10075487;16.12.2025;Warenlieferung;3968,06;EUR;;;
SI10073254;Rechnung;800040;SOLIDHOCHBAU GMBH;C-DOM;16.12.2025;16.12.2025;DN10075486;16.12.2025;Warenlieferung;2698,92;EUR;;;
