WARENAUSGANG_NR;WARENAUSGANG_DATUM;RECHNUNGSNUMMER;DEBITOR;DEBITORNAME;BETRAG_EUR;LAGERORT
DN10074912;03.12.2025;SI10072588;800004;SÜD PANEELE KG;2147,71;Werk Musterstadt
DN10074911;03.12.2025;SI10072589;800004;SÜD PANEELE KG;114,24;Werk Musterstadt
DN10074910;03.12.2025;SI10072590;800291;ALPEN TECHNIK;3040,35;Werk Musterstadt
DN10074909;03.12.2025;SI10072591;800291;ALPEN TECHNIK;1782,14;Werk Musterstadt
DN10074908;03.12.2025;SI10072592;800291;ALPEN TECHNIK;3739,93;Werk Musterstadt
DN10074907;03.12.2025;SI10072593;800291;ALPEN TECHNIK;15288,17;Werk Musterstadt
DN10074906;03.12.2025;SI10072594;800291;ALPEN TECHNIK;3787,06;Werk Musterstadt
DN10074905;03.12.2025;SI10072595;800291;ALPEN TECHNIK;2815,44;Werk Musterstadt
DN10074904;03.12.2025;SI10072596;800291;ALPEN TECHNIK;2815,44;Werk Musterstadt
DN10074903;03.12.2025;SI10072597;800291;ALPEN TECHNIK;2812,87;Werk Musterstadt
DN10074902;03.12.2025;SI10072598;800291;ALPEN TECHNIK;6103,99;Werk Musterstadt
DN10074901;03.12.2025;SI10072599;800291;ALPEN TECHNIK;2770,03;Werk Musterstadt
DN10074900;03.12.2025;SI10072600;800291;ALPEN TECHNIK;4131,06;Werk Musterstadt
DN10074899;03.12.2025;SI10072601;800291;ALPEN TECHNIK;5770,55;Werk Musterstadt
DN10074898;03.12.2025;SI10072602;800291;ALPEN TECHNIK;5272,18;Werk Musterstadt
DN10074897;03.12.2025;SI10072603;800291;ALPEN TECHNIK;2747,33;Werk Musterstadt
DN10074896;03.12.2025;SI10072604;800291;ALPEN TECHNIK;2812,87;Werk Musterstadt
DN10074895;03.12.2025;SI10072605;800004;SÜD PANEELE KG;9760,88;Werk Musterstadt
DN10074894;03.12.2025;SI10072606;800159;HANSEBAUSTOFFE GMBH;12585,25;Werk Musterstadt
DN10074893;03.12.2025;SI10072607;800210;BASALTTIEFBAU GMBH & CO. KG;7845,72;Werk Musterstadt
DN10074892;03.12.2025;SI10072608;801199;PRISMA VERPACKUNG GMBH & CO. KG;3513,48;Werk Musterstadt
DN10074891;03.12.2025;SI10072609;802328;NORDANLAGENBAU;5089,39;Werk Musterstadt
DN10074890;03.12.2025;SI10072610;800210;BASALTTIEFBAU GMBH & CO. KG;529,07;Werk Musterstadt
DN0214345;04.12.2025;SI10072611;802445;HANSE INDUSTRIEBEDARF GMBH;4924,46;Werk Musterstadt
DN0214318;04.12.2025;SI10072612;800768;SILVAGERÜSTBAU GMBH;3161,59;Werk Musterstadt
DN0214317;04.12.2025;SI10072613;800630;FORMA FOLIEN GMBH;4215,46;Werk Musterstadt
DN0214314;04.12.2025;SI10072614;800630;FORMA FOLIEN GMBH;9690,41;Werk Musterstadt
DN0214305;04.12.2025;SI10072615;800190;WEST GEBÄUDETECHNIK GMBH;2385,33;Werk Musterstadt
DN0214304;04.12.2025;SI10072616;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;12292,68;Werk Musterstadt
DN0214303;04.12.2025;SI10072617;800298;ARGUS GERÜSTBAU;12013,41;Werk Musterstadt
DN0214294;04.12.2025;SI10072618;800768;SILVAGERÜSTBAU GMBH;3634,55;Werk Musterstadt
DN0214293;04.12.2025;SI10072619;800062;HARZ ANLAGENBAU GMBH;6987,10;Werk Musterstadt
DN0214277;04.12.2025;SI10072620;800181;HANSE GEBÄUDETECHNIK GMBH;2621,81;Werk Musterstadt
DN0214276;04.12.2025;SI10072621;800181;HANSE GEBÄUDETECHNIK GMBH;3355,01;Werk Musterstadt
DN0214275;04.12.2025;SI10072622;800181;HANSE GEBÄUDETECHNIK GMBH;12370,05;Werk Musterstadt
DN0214274;04.12.2025;SI10072623;800004;SÜD PANEELE KG;12500,71;Werk Musterstadt
DN0214267;04.12.2025;SI10072624;800004;SÜD PANEELE KG;3920,10;Werk Musterstadt
DN0214266;04.12.2025;SI10072625;800004;SÜD PANEELE KG;12236,60;Werk Musterstadt
DN0214265;04.12.2025;SI10072626;800004;SÜD PANEELE KG;15081,11;Werk Musterstadt
DN0214105;04.12.2025;SI10072627;800004;SÜD PANEELE KG;9179,65;Werk Musterstadt
DN0214253;04.12.2025;SI10072628;800004;SÜD PANEELE KG;4816,08;Werk Musterstadt
DNP030575;04.12.2025;SI10072629;800004;SÜD PANEELE KG;7272,47;Werk Musterstadt
DN0214235;04.12.2025;SI10072630;800004;SÜD PANEELE KG;2770,32;Werk Musterstadt
DN0214234;04.12.2025;SI10072631;800004;SÜD PANEELE KG;3758,14;Werk Musterstadt
DN0214233;04.12.2025;SI10072632;800004;SÜD PANEELE KG;6743,77;Werk Musterstadt
DN0214228;04.12.2025;SI10072633;800004;SÜD PANEELE KG;2925,97;Werk Musterstadt
DN10075015;04.12.2025;SI10072634;800004;SÜD PANEELE KG;10860,37;Werk Musterstadt
DN10075014;04.12.2025;SI10072635;800004;SÜD PANEELE KG;2361,56;Werk Musterstadt
DN10075013;04.12.2025;SI10072636;800004;SÜD PANEELE KG;3350,36;Werk Musterstadt
DN10075012;04.12.2025;SI10072637;800004;SÜD PANEELE KG;7287,08;Werk Musterstadt
DN10075011;04.12.2025;SI10072638;800004;SÜD PANEELE KG;2978,45;Werk Musterstadt
DN10075010;04.12.2025;SI10072639;800004;SÜD PANEELE KG;10849,12;Werk Musterstadt
DN10075009;04.12.2025;SI10072640;800004;SÜD PANEELE KG;6921,44;Werk Musterstadt
DN10075008;04.12.2025;SI10072641;800004;SÜD PANEELE KG;873,94;Werk Musterstadt
DN10075007;04.12.2025;SI10072642;800004;SÜD PANEELE KG;9150,62;Werk Musterstadt
DN10075006;04.12.2025;SI10072643;800004;SÜD PANEELE KG;9952,59;Werk Musterstadt
DN10075005;04.12.2025;SI10072644;800004;SÜD PANEELE KG;6147,54;Werk Musterstadt
DN10075004;04.12.2025;SI10072645;800004;SÜD PANEELE KG;2416,18;Werk Musterstadt
DN10075003;04.12.2025;SI10072646;800004;SÜD PANEELE KG;2668,93;Werk Musterstadt
DN10075002;04.12.2025;SI10072647;800004;SÜD PANEELE KG;4370,00;Werk Musterstadt
DN10075001;04.12.2025;SI10072648;800004;SÜD PANEELE KG;3997,40;Werk Musterstadt
DN10075000;04.12.2025;SI10072649;800291;ALPEN TECHNIK;2631,45;Werk Musterstadt
DN10074999;04.12.2025;SI10072650;800291;ALPEN TECHNIK;5212,56;Werk Musterstadt
DN10074998;04.12.2025;SI10072651;800291;ALPEN TECHNIK;2756,04;Werk Musterstadt
DN10074997;04.12.2025;SI10072652;800291;ALPEN TECHNIK;2792,74;Werk Musterstadt
DN10074996;04.12.2025;SI10072653;800291;ALPEN TECHNIK;2724,62;Werk Musterstadt
DN10074995;04.12.2025;SI10072654;800291;ALPEN TECHNIK;4109,64;Werk Musterstadt
DN10074994;04.12.2025;SI10072655;800291;ALPEN TECHNIK;10262,54;Werk Musterstadt
DN10074993;04.12.2025;SI10072656;800291;ALPEN TECHNIK;3530,44;Werk Musterstadt
DN10074992;04.12.2025;SI10072657;800291;ALPEN TECHNIK;3675,67;Werk Musterstadt
DN10074991;04.12.2025;SI10072658;800291;ALPEN TECHNIK;6745,59;Werk Musterstadt
DN10074990;04.12.2025;SI10072659;800291;ALPEN TECHNIK;4175,19;Werk Musterstadt
DN10074989;04.12.2025;SI10072660;800291;ALPEN TECHNIK;8322,10;Werk Musterstadt
DN10074988;04.12.2025;SI10072661;800291;ALPEN TECHNIK;3655,54;Werk Musterstadt
DN10074987;04.12.2025;SI10072662;800291;ALPEN TECHNIK;5537,50;Werk Musterstadt
DN10074986;04.12.2025;SI10072663;800291;ALPEN TECHNIK;4687,12;Werk Musterstadt
DN10074985;04.12.2025;SI10072664;800291;ALPEN TECHNIK;4109,64;Werk Musterstadt
DN10074984;04.12.2025;SI10072665;800002;POLARIS BAUBEDARF KG;17450,87;Werk Musterstadt
DN10074983;04.12.2025;SI10072666;800002;POLARIS BAUBEDARF KG;3872,74;Werk Musterstadt
DN10074982;04.12.2025;SI10072667;800002;POLARIS BAUBEDARF KG;2827,44;Werk Musterstadt
DN10074981;04.12.2025;SI10072668;800002;POLARIS BAUBEDARF KG;10075,97;Werk Musterstadt
DN10074980;04.12.2025;SI10072669;800002;POLARIS BAUBEDARF KG;4873,05;Werk Musterstadt
DN10074979;04.12.2025;SI10072670;800002;POLARIS BAUBEDARF KG;3058,78;Werk Musterstadt
DN10074978;04.12.2025;SI10072671;800002;POLARIS BAUBEDARF KG;3495,74;Werk Musterstadt
DN10074977;04.12.2025;SI10072672;800002;POLARIS BAUBEDARF KG;257,04;Werk Musterstadt
DN10074976;04.12.2025;SI10072673;800002;POLARIS BAUBEDARF KG;2621,81;Werk Musterstadt
DN10074975;04.12.2025;SI10072674;800002;POLARIS BAUBEDARF KG;2441,88;Werk Musterstadt
DN10074974;04.12.2025;SI10072675;800231;ALLGÄU HANDEL GMBH & CO. KG;3358,66;Werk Musterstadt
DN10074973;04.12.2025;SI10072676;801684;PYRIT INDUSTRIEBAU;10311,37;Werk Musterstadt
DN10074972;04.12.2025;SI10072677;801684;PYRIT INDUSTRIEBAU;2629,95;Werk Musterstadt
DN10074971;04.12.2025;SI10072678;802839;QUARZDÄMMTECHNIK AG;2544,70;Werk Musterstadt
DN10074970;04.12.2025;SI10073200;800002;POLARIS BAUBEDARF KG;2998,80;Werk Musterstadt
DN10074969;04.12.2025;SI10073204;800002;POLARIS BAUBEDARF KG;4369,68;Werk Musterstadt
DN0214492;05.12.2025;SI10072679;800181;HANSE GEBÄUDETECHNIK GMBH;6816,70;Werk Musterstadt
DN0214491;05.12.2025;SI10072680;800004;SÜD PANEELE KG;11095,56;Werk Musterstadt
DN0214455;05.12.2025;SI10072681;800004;SÜD PANEELE KG;16057,57;Werk Musterstadt
DN0214451;05.12.2025;SI10072682;800004;SÜD PANEELE KG;4507,48;Werk Musterstadt
DN0214420;05.12.2025;SI10072683;800004;SÜD PANEELE KG;2353,31;Werk Musterstadt
DN0214404;05.12.2025;SI10072684;800004;SÜD PANEELE KG;2735,12;Werk Musterstadt
DN0214388;05.12.2025;SI10072685;800004;SÜD PANEELE KG;4649,21;Werk Musterstadt
DNP030608;05.12.2025;SI10072686;800004;SÜD PANEELE KG;9729,61;Werk Musterstadt
DNP030606;05.12.2025;SI10072687;800004;SÜD PANEELE KG;2306,22;Werk Musterstadt
DN0214383;05.12.2025;SI10072688;800004;SÜD PANEELE KG;9077,26;Werk Musterstadt
DN10075058;05.12.2025;SI10072689;800004;SÜD PANEELE KG;6475,77;Werk Musterstadt
DN10075055;05.12.2025;SI10072690;800004;SÜD PANEELE KG;779,69;Werk Musterstadt
DN10075054;05.12.2025;SI10072691;800004;SÜD PANEELE KG;9388,39;Werk Musterstadt
DN10075053;05.12.2025;SI10072692;800004;SÜD PANEELE KG;2587,11;Werk Musterstadt
DN10075052;05.12.2025;SI10072693;800004;SÜD PANEELE KG;3638,19;Werk Musterstadt
DN10075051;05.12.2025;SI10072694;800004;SÜD PANEELE KG;6194,66;Werk Musterstadt
DN10075050;05.12.2025;SI10072695;800004;SÜD PANEELE KG;2728,91;Werk Musterstadt
DN10075049;05.12.2025;SI10072696;800004;SÜD PANEELE KG;6336,04;Werk Musterstadt
DN10075048;05.12.2025;SI10072697;800004;SÜD PANEELE KG;1118,12;Werk Musterstadt
DN10075047;05.12.2025;SI10072698;800004;SÜD PANEELE KG;2364,77;Werk Musterstadt
DN10075046;05.12.2025;SI10072699;800004;SÜD PANEELE KG;2114,15;Werk Musterstadt
DN10075045;05.12.2025;SI10072700;800004;SÜD PANEELE KG;337,37;Werk Musterstadt
DN10075044;05.12.2025;SI10072701;800004;SÜD PANEELE KG;12563,00;Werk Musterstadt
DN10075043;05.12.2025;SI10072702;800004;SÜD PANEELE KG;3146,31;Werk Musterstadt
DN10075042;05.12.2025;SI10072703;800004;SÜD PANEELE KG;4089,08;Werk Musterstadt
DN10075041;05.12.2025;SI10072704;800004;SÜD PANEELE KG;2639,37;Werk Musterstadt
DN10075040;05.12.2025;SI10072705;800004;SÜD PANEELE KG;4384,67;Werk Musterstadt
DN10075039;05.12.2025;SI10072706;800004;SÜD PANEELE KG;2385,93;Werk Musterstadt
DN10075038;05.12.2025;SI10072707;800004;SÜD PANEELE KG;3296,04;Werk Musterstadt
DN10075037;05.12.2025;SI10072708;800004;SÜD PANEELE KG;2411,04;Werk Musterstadt
DN10075036;05.12.2025;SI10072709;800004;SÜD PANEELE KG;3744,75;Werk Musterstadt
DN10075035;05.12.2025;SI10072710;800004;SÜD PANEELE KG;1610,78;Werk Musterstadt
DN10075034;05.12.2025;SI10072711;800004;SÜD PANEELE KG;2590,04;Werk Musterstadt
DN10075033;05.12.2025;SI10072712;800002;POLARIS BAUBEDARF KG;2622,45;Werk Musterstadt
DN10075032;05.12.2025;SI10072713;800002;POLARIS BAUBEDARF KG;5091,25;Werk Musterstadt
DN10075031;05.12.2025;SI10072714;800002;POLARIS BAUBEDARF KG;3625,55;Werk Musterstadt
DN10075030;05.12.2025;SI10072715;800002;POLARIS BAUBEDARF KG;7622,26;Werk Musterstadt
DN10075029;05.12.2025;SI10072716;800002;POLARIS BAUBEDARF KG;10178,78;Werk Musterstadt
DN10075028;05.12.2025;SI10072717;800002;POLARIS BAUBEDARF KG;11477,16;Werk Musterstadt
DN10075027;05.12.2025;SI10072718;800002;POLARIS BAUBEDARF KG;2972,45;Werk Musterstadt
DN10075026;05.12.2025;SI10072719;800002;POLARIS BAUBEDARF KG;2997,09;Werk Musterstadt
DN10075025;05.12.2025;SI10072720;800002;POLARIS BAUBEDARF KG;5337,86;Werk Musterstadt
DN10075024;05.12.2025;SI10072721;800002;POLARIS BAUBEDARF KG;10332,58;Werk Musterstadt
DN10075023;05.12.2025;SI10072722;800002;POLARIS BAUBEDARF KG;10677,55;Werk Musterstadt
DN10075022;05.12.2025;SI10072723;800002;POLARIS BAUBEDARF KG;2647,51;Werk Musterstadt
DN10075021;05.12.2025;SI10072724;800002;POLARIS BAUBEDARF KG;6685,18;Werk Musterstadt
DN10075020;05.12.2025;SI10072725;800002;POLARIS BAUBEDARF KG;11072,71;Werk Musterstadt
DN10075019;05.12.2025;SI10072726;800002;POLARIS BAUBEDARF KG;2640,02;Werk Musterstadt
DN10075016;05.12.2025;SI10072727;800291;ALPEN TECHNIK;2790,17;Werk Musterstadt
DN10074968;04.12.2025;SI10072728;800291;ALPEN TECHNIK;2921,26;Werk Musterstadt
DN10074967;04.12.2025;SI10072729;800291;ALPEN TECHNIK;6481,26;Werk Musterstadt
DN10074966;04.12.2025;SI10072730;800291;ALPEN TECHNIK;2270,52;Werk Musterstadt
DN10074965;04.12.2025;SI10072731;800291;ALPEN TECHNIK;11516,06;Werk Musterstadt
DN10074964;04.12.2025;SI10072732;800291;ALPEN TECHNIK;9707,12;Werk Musterstadt
DN10074963;04.12.2025;SI10072733;800291;ALPEN TECHNIK;2770,03;Werk Musterstadt
DN10074962;04.12.2025;SI10072734;800291;ALPEN TECHNIK;6237,50;Werk Musterstadt
DN10074961;04.12.2025;SI10072735;800291;ALPEN TECHNIK;2776,89;Werk Musterstadt
DN10074960;04.12.2025;SI10072736;800291;ALPEN TECHNIK;3544,65;Werk Musterstadt
DN10074959;04.12.2025;SI10072737;800291;ALPEN TECHNIK;9218,31;Werk Musterstadt
DN10074958;04.12.2025;SI10072738;800002;POLARIS BAUBEDARF KG;9184,90;Werk Musterstadt
DN10074957;04.12.2025;SI10072739;800004;SÜD PANEELE KG;2287,66;Werk Musterstadt
DN10074956;04.12.2025;SI10072740;800004;SÜD PANEELE KG;14719,11;Werk Musterstadt
DN10074954;04.12.2025;SI10072741;800190;WEST GEBÄUDETECHNIK GMBH;2252,19;Werk Musterstadt
DN10074953;04.12.2025;SI10072742;801071;FORMA PLATTEN GMBH;2592,71;Werk Musterstadt
DN10074952;04.12.2025;SI10072743;800630;FORMA FOLIEN GMBH;2309,08;Werk Musterstadt
DN10074951;04.12.2025;SI10072744;803080;ALPENWERKZEUGE;12370,23;Werk Musterstadt
DN10074950;04.12.2025;SI10072745;800630;FORMA FOLIEN GMBH;4215,46;Werk Musterstadt
DN10074949;04.12.2025;SI10072746;801839;MAIN FOLIEN GMBH;3132,91;Werk Musterstadt
DN10074948;04.12.2025;SI10072747;800004;SÜD PANEELE KG;3898,80;Werk Musterstadt
DN10074947;04.12.2025;SI10072748;800004;SÜD PANEELE KG;2034,42;Werk Musterstadt
DN10074889;03.12.2025;SI10072749;803029;ARGUS CHEMIE GMBH & CO. KG;3033,69;Werk Musterstadt
DN10074888;03.12.2025;SI10072750;802839;QUARZDÄMMTECHNIK AG;5175,07;Werk Musterstadt
DN10074887;03.12.2025;SI10072751;801402;NordBeton;7222,37;Werk Musterstadt
DN10075127;08.12.2025;SI10072752;802445;HANSE INDUSTRIEBEDARF GMBH;4598,55;Werk Musterstadt
DN10075126;08.12.2025;SI10072753;802445;HANSE INDUSTRIEBEDARF GMBH;10631,27;Werk Musterstadt
DN10075123;08.12.2025;SI10072754;800630;FORMA FOLIEN GMBH;3994,40;Werk Musterstadt
DN10075121;08.12.2025;SI10072755;800630;FORMA FOLIEN GMBH;2280,80;Werk Musterstadt
DN10075120;08.12.2025;SI10072756;801071;FORMA PLATTEN GMBH;8457,26;Werk Musterstadt
DN10075119;08.12.2025;SI10072757;801071;FORMA PLATTEN GMBH;2989,52;Werk Musterstadt
DN10075117;08.12.2025;SI10072758;802171;;5281,32;Werk Musterstadt
DN10075116;08.12.2025;SI10072759;800189;FOKUS MONTAGE MBH;8693,74;Werk Musterstadt
DN10075115;08.12.2025;SI10072760;801071;FORMA PLATTEN GMBH;2602,21;Werk Musterstadt
DN10075114;08.12.2025;SI10072761;801071;FORMA PLATTEN GMBH;8430,91;Werk Musterstadt
DN10075113;08.12.2025;SI10072762;800150;BEISPIEL ÖSTERREICH GMBH;0,00;Werk Musterstadt
DN10075112;08.12.2025;SI10072763;800181;HANSE GEBÄUDETECHNIK GMBH;9583,67;Werk Musterstadt
DN10075111;08.12.2025;SI10072764;800181;HANSE GEBÄUDETECHNIK GMBH;9811,07;Werk Musterstadt
DN10075110;08.12.2025;SI10072765;800002;POLARIS BAUBEDARF KG;4135,13;Werk Musterstadt
DN10075109;08.12.2025;SI10072766;800002;POLARIS BAUBEDARF KG;3641,40;Werk Musterstadt
DN10075108;08.12.2025;SI10072767;800002;POLARIS BAUBEDARF KG;3359,04;Werk Musterstadt
DN10075107;08.12.2025;SI10072768;800002;POLARIS BAUBEDARF KG;2796,17;Werk Musterstadt
DN10075106;08.12.2025;SI10072769;800002;POLARIS BAUBEDARF KG;3603,27;Werk Musterstadt
DN10075105;08.12.2025;SI10072770;800002;POLARIS BAUBEDARF KG;4618,37;Werk Musterstadt
DN10075104;08.12.2025;SI10072771;800002;POLARIS BAUBEDARF KG;2142,00;Werk Musterstadt
DN10075103;08.12.2025;SI10072772;800002;POLARIS BAUBEDARF KG;6033,37;Werk Musterstadt
DN10075102;08.12.2025;SI10072773;800002;POLARIS BAUBEDARF KG;6982,92;Werk Musterstadt
DN10075101;08.12.2025;SI10072774;800002;POLARIS BAUBEDARF KG;11570,66;Werk Musterstadt
DN10075100;08.12.2025;SI10072775;800002;POLARIS BAUBEDARF KG;471,24;Werk Musterstadt
DN10075099;08.12.2025;SI10072776;800002;POLARIS BAUBEDARF KG;12071,81;Werk Musterstadt
DN10075098;08.12.2025;SI10072777;800002;POLARIS BAUBEDARF KG;10099,53;Werk Musterstadt
DN10075097;08.12.2025;SI10072778;800002;POLARIS BAUBEDARF KG;6482,11;Werk Musterstadt
DN10075096;08.12.2025;SI10072779;800002;POLARIS BAUBEDARF KG;6551,95;Werk Musterstadt
DN10075095;08.12.2025;SI10072780;800002;POLARIS BAUBEDARF KG;922,13;Werk Musterstadt
DN10075094;08.12.2025;SI10072781;800002;POLARIS BAUBEDARF KG;3255,84;Werk Musterstadt
DN10075093;08.12.2025;SI10072782;800002;POLARIS BAUBEDARF KG;11915,71;Werk Musterstadt
DN10075092;08.12.2025;SI10072783;800291;ALPEN TECHNIK;3205,86;Werk Musterstadt
DN10075091;08.12.2025;SI10072784;800291;ALPEN TECHNIK;3269,55;Werk Musterstadt
DN10075090;08.12.2025;SI10072785;800291;ALPEN TECHNIK;3256,27;Werk Musterstadt
DN10075089;08.12.2025;SI10072786;800291;ALPEN TECHNIK;2724,62;Werk Musterstadt
DN10075088;08.12.2025;SI10072787;800291;ALPEN TECHNIK;4216,74;Werk Musterstadt
DN10075087;08.12.2025;SI10072788;800291;ALPEN TECHNIK;2747,33;Werk Musterstadt
DN10075086;08.12.2025;SI10072789;800291;ALPEN TECHNIK;2747,33;Werk Musterstadt
DN10075085;08.12.2025;SI10072790;800291;ALPEN TECHNIK;5274,14;Werk Musterstadt
DN10075084;08.12.2025;SI10072791;800291;ALPEN TECHNIK;4056,95;Werk Musterstadt
DN10075083;08.12.2025;SI10072792;800004;SÜD PANEELE KG;1477,98;Werk Musterstadt
DN10075082;08.12.2025;SI10072793;800004;SÜD PANEELE KG;10712,93;Werk Musterstadt
DN10075081;08.12.2025;SI10072794;800004;SÜD PANEELE KG;3514,31;Werk Musterstadt
DN10075080;08.12.2025;SI10072795;800004;SÜD PANEELE KG;3705,66;Werk Musterstadt
DN10075079;08.12.2025;SI10072796;800004;SÜD PANEELE KG;270,27;Werk Musterstadt
DN10075078;08.12.2025;SI10072797;800004;SÜD PANEELE KG;2228,32;Werk Musterstadt
DN10075077;08.12.2025;SI10072798;800004;SÜD PANEELE KG;2426,89;Werk Musterstadt
DN10075076;08.12.2025;SI10072799;800004;SÜD PANEELE KG;2917,40;Werk Musterstadt
DN10075075;08.12.2025;SI10072800;800004;SÜD PANEELE KG;1680,76;Werk Musterstadt
DN10075074;08.12.2025;SI10072801;800004;SÜD PANEELE KG;8171,19;Werk Musterstadt
DN10075073;08.12.2025;SI10072802;800004;SÜD PANEELE KG;2660,36;Werk Musterstadt
DN10075072;08.12.2025;SI10072803;800004;SÜD PANEELE KG;3230,77;Werk Musterstadt
DN10075070;08.12.2025;SI10072804;800004;SÜD PANEELE KG;3332,95;Werk Musterstadt
DN10075068;08.12.2025;SI10072805;800004;SÜD PANEELE KG;3714,23;Werk Musterstadt
DN10075067;08.12.2025;SI10072806;800004;SÜD PANEELE KG;3968,06;Werk Musterstadt
DN10075066;08.12.2025;SI10072807;800004;SÜD PANEELE KG;3148,74;Werk Musterstadt
DN10075065;08.12.2025;SI10072808;800004;SÜD PANEELE KG;4828,50;Werk Musterstadt
DN10075064;08.12.2025;SI10072809;800004;SÜD PANEELE KG;3166,80;Werk Musterstadt
DN10075063;08.12.2025;SI10072810;800004;SÜD PANEELE KG;899,64;Werk Musterstadt
DN10075062;08.12.2025;SI10072811;800004;SÜD PANEELE KG;12742,63;Werk Musterstadt
DN10075061;08.12.2025;SI10072812;800004;SÜD PANEELE KG;3898,44;Werk Musterstadt
DN10075060;08.12.2025;SI10072813;800004;SÜD PANEELE KG;9653,35;Werk Musterstadt
DN10075059;08.12.2025;SI10072814;800004;SÜD PANEELE KG;454,10;Werk Musterstadt
DN10074886;03.12.2025;SI10072815;800004;SÜD PANEELE KG;2441,88;Werk Musterstadt
DN10074885;03.12.2025;SI10072816;800060;HANSE INDUSTRIEBEDARF;2664,65;Werk Musterstadt
DN10074884;03.12.2025;SI10072817;801948;MAIN TECHNIK;5698,15;Werk Musterstadt
DN10074883;03.12.2025;SI10072818;803028;ARGUS CHEMIE GMBH & CO. KG;1984,31;Werk Musterstadt
DN10074882;03.12.2025;SI10072819;800630;FORMA FOLIEN GMBH;69,00;Werk Musterstadt
DN10074881;03.12.2025;SI10072820;802417;ZENITCHEMIE GMBH & CO. KG;69,00;Werk Musterstadt
DN10074880;03.12.2025;SI10072821;802127;ZENITTIEFBAU GMBH;69,00;Werk Musterstadt
DN10074879;03.12.2025;SI10072822;800004;SÜD PANEELE KG;432,27;Werk Musterstadt
DN10074878;03.12.2025;SI10073292;802445;HANSE INDUSTRIEBEDARF GMBH;933,91;Werk Musterstadt
DN0214663;09.12.2025;SI10072823;800181;HANSE GEBÄUDETECHNIK GMBH;6785,86;Werk Musterstadt
DN0214662;09.12.2025;SI10072824;800181;HANSE GEBÄUDETECHNIK GMBH;3058,78;Werk Musterstadt
DN0214658;09.12.2025;SI10072825;800181;HANSE GEBÄUDETECHNIK GMBH;4136,52;Werk Musterstadt
DN0214657;09.12.2025;SI10072826;800002;POLARIS BAUBEDARF KG;12708,84;Werk Musterstadt
DN0214656;09.12.2025;SI10072827;800002;POLARIS BAUBEDARF KG;1844,26;Werk Musterstadt
DN0214655;09.12.2025;SI10072828;800002;POLARIS BAUBEDARF KG;11138,40;Werk Musterstadt
DN0214654;09.12.2025;SI10072829;800002;POLARIS BAUBEDARF KG;2762,64;Werk Musterstadt
DN0214629;09.12.2025;SI10072830;800002;POLARIS BAUBEDARF KG;5676,30;Werk Musterstadt
DN0214617;09.12.2025;SI10072831;800002;POLARIS BAUBEDARF KG;6918,66;Werk Musterstadt
DN0214616;09.12.2025;SI10072832;800002;POLARIS BAUBEDARF KG;2606,10;Werk Musterstadt
DN0214615;09.12.2025;SI10072833;800002;POLARIS BAUBEDARF KG;4544,61;Werk Musterstadt
DN0214614;09.12.2025;SI10072834;800002;POLARIS BAUBEDARF KG;3825,61;Werk Musterstadt
DN0214609;09.12.2025;SI10072835;800291;ALPEN TECHNIK;2768,75;Werk Musterstadt
DN0214608;09.12.2025;SI10072836;800002;POLARIS BAUBEDARF KG;2004,29;Werk Musterstadt
DN0214607;09.12.2025;SI10072837;800004;SÜD PANEELE KG;1623,16;Werk Musterstadt
DN0214604;09.12.2025;SI10072838;800004;SÜD PANEELE KG;9253,44;Werk Musterstadt
DN0214603;09.12.2025;SI10072839;800004;SÜD PANEELE KG;5280,03;Werk Musterstadt
DN0214602;09.12.2025;SI10072840;800004;SÜD PANEELE KG;3555,72;Werk Musterstadt
DN0214590;09.12.2025;SI10072841;800004;SÜD PANEELE KG;12046,18;Werk Musterstadt
DN0214589;09.12.2025;SI10072842;800004;SÜD PANEELE KG;2399,04;Werk Musterstadt
DN0214588;09.12.2025;SI10072843;800004;SÜD PANEELE KG;7921,97;Werk Musterstadt
DN0214584;09.12.2025;SI10072844;800004;SÜD PANEELE KG;2545,77;Werk Musterstadt
DN0214583;09.12.2025;SI10072845;800004;SÜD PANEELE KG;9221,42;Werk Musterstadt
DN0214578;09.12.2025;SI10072846;800004;SÜD PANEELE KG;9115,92;Werk Musterstadt
DN0214577;09.12.2025;SI10072847;800004;SÜD PANEELE KG;2945,68;Werk Musterstadt
DN0214576;09.12.2025;SI10072848;800004;SÜD PANEELE KG;3625,55;Werk Musterstadt
DN0214567;09.12.2025;SI10072849;800004;SÜD PANEELE KG;3587,61;Werk Musterstadt
DN0214566;09.12.2025;SI10072850;800004;SÜD PANEELE KG;11339,51;Werk Musterstadt
DN0214563;09.12.2025;SI10072851;800004;SÜD PANEELE KG;514,96;Werk Musterstadt
DN0214562;09.12.2025;SI10072852;801900;CERESELEKTRO;2375,05;Werk Musterstadt
DN0214561;09.12.2025;SI10072853;803080;ALPENWERKZEUGE;11605,36;Werk Musterstadt
DN0214560;09.12.2025;SI10072854;802380;SOLIDGEBÄUDETECHNIK B.V.;8378,82;Werk Musterstadt
DN0214547;09.12.2025;SI10072855;800313;ROBURRECYCLING GMBH;3821,59;Werk Musterstadt
DN0214546;09.12.2025;SI10072856;801992;ROBURSPEDITION GMBH;1756,14;Werk Musterstadt
